ontology	P	Beta	genes_in_set	overlapping_genes
GOCC_EUCHROMATIN	1.0	0.0	46	0
GOCC_CONDENSED_NUCLEAR_CHROMOSOME	1.0	0.0	74	0
GOCC_GRANULAR_COMPONENT	1.0	0.0	7	0
GOCC_CORNIFIED_ENVELOPE	1.0	0.0	58	0
GOCC_MICROFIBRIL	1.0	0.0	13	0
GOCC_OUTER_DENSE_FIBER	1.0	0.0	4	0
GOCC_VOLTAGE_GATED_SODIUM_CHANNEL_COMPLEX	1.0	0.0	8	0
GOCC_PAM_COMPLEX_TIM23_ASSOCIATED_IMPORT_MOTOR	1.0	0.0	5	0
GOCC_PRP19_COMPLEX	1.0	0.0	13	0
GOCC_OUTER_KINETOCHORE	1.0	0.0	13	0
GOCC_INNER_KINETOCHORE	1.0	0.0	6	0
GOCC_P_BODY	1.0	0.0	93	0
GOCC_GAMMA_TUBULIN_RING_COMPLEX	1.0	0.0	7	0
GOCC_EQUATORIAL_MICROTUBULE_ORGANIZING_CENTER	1.0	0.0	5	0
GOCC_SPINDLE_POLE	1.0	0.0	161	0
GOCC_HRD1P_UBIQUITIN_LIGASE_ERAD_L_COMPLEX	1.0	0.0	6	0
GOCC_ER_UBIQUITIN_LIGASE_COMPLEX	1.0	0.0	8	0
GOCC_ESCRT_I_COMPLEX	1.0	0.0	11	0
GOCC_SWR1_COMPLEX	1.0	0.0	13	0
GOCC_ORIGIN_RECOGNITION_COMPLEX	1.0	0.0	9	0
GOCC_X_CHROMOSOME	1.0	0.0	6	0
GOCC_SEX_CHROMOSOME	1.0	0.0	25	0
GOCC_CENTRAL_ELEMENT	1.0	0.0	8	0
GOCC_LATERAL_ELEMENT	1.0	0.0	11	0
GOCC_CONDENSIN_COMPLEX	1.0	0.0	8	0
GOCC_HETEROCHROMATIN	1.0	0.0	73	0
GOCC_SAGA_COMPLEX	1.0	0.0	22	0
GOCC_RNA_POLYMERASE_I_TRANSCRIPTION_REGULATOR_COMPLEX	1.0	0.0	5	0
GOCC_NUCLEOTIDE_EXCISION_REPAIR_COMPLEX	1.0	0.0	11	0
GOBP_POSITIVE_REGULATION_OF_VASCULOGENESIS	1.0	0.0	12	0
GOBP_REGULATION_OF_VASCULOGENESIS	1.0	0.0	16	0
GOBP_NEGATIVE_REGULATION_OF_OSTEOCLAST_DEVELOPMENT	1.0	0.0	5	0
GOBP_REGULATION_OF_OSTEOCLAST_DEVELOPMENT	1.0	0.0	11	0
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION	1.0	0.0	6	0
GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION	1.0	0.0	5	0
GOBP_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION	1.0	0.0	13	0
GOBP_REGULATION_OF_T_CELL_ACTIVATION_VIA_T_CELL_RECEPTOR_CONTACT_WITH_ANTIGEN_BOUND_TO_MHC_MOLECULE_ON_ANTIGEN_PRESENTING_CELL	1.0	0.0	6	0
GOBP_POSITIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	1.0	0.0	9	0
GOBP_NEGATIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	1.0	0.0	6	0
GOBP_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	1.0	0.0	19	0
GOBP_POSITIVE_REGULATION_OF_ATP_BIOSYNTHETIC_PROCESS	1.0	0.0	11	0
GOBP_NEGATIVE_REGULATION_OF_ATP_BIOSYNTHETIC_PROCESS	1.0	0.0	3	0
GOBP_REGULATION_OF_ATP_BIOSYNTHETIC_PROCESS	1.0	0.0	16	0
GOBP_REGULATION_OF_PHOSPHOLIPID_TRANSPORT	1.0	0.0	15	0
GOBP_POSITIVE_REGULATION_OF_ENDOCYTIC_RECYCLING	1.0	0.0	7	0
GOBP_NEGATIVE_REGULATION_OF_MESENCHYMAL_CELL_APOPTOTIC_PROCESS	1.0	0.0	10	0
GOBP_POSITIVE_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	1.0	0.0	13	0
GOBP_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	1.0	0.0	20	0
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	1.0	0.0	9	0
GOBP_NEGATIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	1.0	0.0	6	0
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	1.0	0.0	21	0
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS	1.0	0.0	15	0
GOBP_POSITIVE_REGULATION_OF_NEURON_MIGRATION	1.0	0.0	16	0
GOBP_REGULATION_OF_CHLORIDE_TRANSPORT	1.0	0.0	8	0
GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.0	358	0
GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.0	221	0
GOBP_LIPOXIN_METABOLIC_PROCESS	1.0	0.0	5	0
GOBP_MALONYL_COA_METABOLIC_PROCESS	1.0	0.0	6	0
GOBP_REGULATION_OF_CAVEOLIN_MEDIATED_ENDOCYTOSIS	1.0	0.0	6	0
GOBP_REGULATION_OF_BMP_SECRETION	1.0	0.0	0	0
GOBP_POSITIVE_REGULATION_OF_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS	1.0	0.0	9	0
GOBP_REGULATION_OF_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS	1.0	0.0	12	0
GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS	1.0	0.0	6	0
GOBP_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.0	10	0
GOBP_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.0	7	0
GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.0	17	0
GOBP_NEGATIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY	1.0	0.0	41	0
GOCC_MALE_GERM_CELL_NUCLEUS	1.0	0.0	48	0
GOBP_REGULATION_OF_STORE_OPERATED_CALCIUM_ENTRY	1.0	0.0	12	0
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	1.0	0.0	89	0
GOBP_REGULATION_OF_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS	1.0	0.0	5	0
GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.0	55	0
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.0	92	0
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.0	158	0
GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND	1.0	0.0	10	0
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND	1.0	0.0	45	0
GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.0	50	0
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.0	96	0
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.0	152	0
GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.0	128	0
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	1.0	0.0	105	0
GOCC_FEMALE_GERM_CELL_NUCLEUS	1.0	0.0	14	0
GOCC_SEX_CHROMATIN	1.0	0.0	4	0
GOCC_BARR_BODY	1.0	0.0	2	0
GOCC_POLAR_MICROTUBULE	1.0	0.0	5	0
GOCC_ASTER	1.0	0.0	11	0
GOCC_BLOOD_MICROPARTICLE	1.0	0.0	111	0
GOCC_CENTRIOLE	1.0	0.0	136	0
GOCC_BOX_H_ACA_RNP_COMPLEX	1.0	0.0	5	0
GOCC_TRNA_SPLICING_LIGASE_COMPLEX	1.0	0.0	7	0
GOCC_LIPID_DROPLET	1.0	0.0	99	0
GOCC_MEIOTIC_SPINDLE	1.0	0.0	13	0
GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX	1.0	0.0	34	0
GOCC_ENDOPLASMIC_RETICULUM_GOLGI_INTERMEDIATE_COMPARTMENT	1.0	0.0	122	0
GOCC_ROUGH_ENDOPLASMIC_RETICULUM	1.0	0.0	81	0
GOCC_SMOOTH_ENDOPLASMIC_RETICULUM	1.0	0.0	31	0
GOCC_SIGNAL_PEPTIDASE_COMPLEX	1.0	0.0	5	0
GOCC_SEC61_TRANSLOCON_COMPLEX	1.0	0.0	5	0
GOCC_VACUOLAR_LUMEN	1.0	0.0	168	0
GOCC_U2AF_COMPLEX	1.0	0.0	5	0
GOCC_MULTIVESICULAR_BODY	1.0	0.0	63	0
GOCC_CATION_TRANSPORTING_ATPASE_COMPLEX	1.0	0.0	18	0
GOCC_SECONDARY_LYSOSOME	1.0	0.0	18	0
GOCC_MITOCHONDRIAL_SMALL_RIBOSOMAL_SUBUNIT	1.0	0.0	32	0
GOCC_FLEMMING_BODY	1.0	0.0	35	0
GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	1.0	0.0	53	0
GOCC_MITOCHONDRIAL_PERMEABILITY_TRANSITION_PORE_COMPLEX	1.0	0.0	7	0
GOCC_KINETOCHORE_MICROTUBULE	1.0	0.0	19	0
GOCC_CHAPERONIN_CONTAINING_T_COMPLEX	1.0	0.0	10	0
GOCC_HEMOGLOBIN_COMPLEX	1.0	0.0	12	0
GOCC_HETEROTRIMERIC_G_PROTEIN_COMPLEX	1.0	0.0	25	0
GOCC_ER_MEMBRANE_INSERTION_COMPLEX	1.0	0.0	5	0
GOCC_MSL_COMPLEX	1.0	0.0	4	0
GOCC_EMC_COMPLEX	1.0	0.0	10	0
GOCC_SODIUM_POTASSIUM_EXCHANGING_ATPASE_COMPLEX	1.0	0.0	12	0
GOCC_ARP2_3_PROTEIN_COMPLEX	1.0	0.0	9	0
GOCC_NEUROFILAMENT	1.0	0.0	8	0
GOCC_CYTOPLASMIC_MICROTUBULE	1.0	0.0	79	0
GOCC_AXONEMAL_MICROTUBULE	1.0	0.0	19	0
GOCC_SPINDLE_MICROTUBULE	1.0	0.0	78	0
GOCC_CYTOPLASMIC_DYNEIN_COMPLEX	1.0	0.0	17	0
GOCC_STRIATED_MUSCLE_THIN_FILAMENT	1.0	0.0	21	0
GOCC_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_III	1.0	0.0	10	0
GOCC_NLRP3_INFLAMMASOME_COMPLEX	1.0	0.0	8	0
GOCC_MUSCLE_MYOSIN_COMPLEX	1.0	0.0	14	0
GOCC_AXONEMAL_DYNEIN_COMPLEX	1.0	0.0	17	0
GOCC_NASCENT_POLYPEPTIDE_ASSOCIATED_COMPLEX	1.0	0.0	4	0
GOCC_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX	1.0	0.0	15	0
GOCC_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_2B_COMPLEX	1.0	0.0	6	0
GOCC_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_2_COMPLEX	1.0	0.0	4	0
GOCC_MRNA_CLEAVAGE_FACTOR_COMPLEX	1.0	0.0	19	0
GOCC_MRNA_CLEAVAGE_AND_POLYADENYLATION_SPECIFICITY_FACTOR_COMPLEX	1.0	0.0	15	0
GOCC_RIBOSOME	1.0	0.0	204	0
GOCC_PROTEASOME_CORE_COMPLEX	1.0	0.0	20	0
GOCC_PROTEASOME_REGULATORY_PARTICLE	1.0	0.0	19	0
GOCC_TROPONIN_COMPLEX	1.0	0.0	8	0
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS	1.0	0.0	4	0
GOCC_TIM23_MITOCHONDRIAL_IMPORT_INNER_MEMBRANE_TRANSLOCASE_COMPLEX	1.0	0.0	16	0
GOCC_SNO_S_RNA_CONTAINING_RIBONUCLEOPROTEIN_COMPLEX	1.0	0.0	23	0
GOCC_INTERSTITIAL_MATRIX	1.0	0.0	11	0
GOCC_FACIT_COLLAGEN_TRIMER	1.0	0.0	6	0
GOCC_COLLAGEN_TYPE_XI_TRIMER	1.0	0.0	5	0
GOCC_COLLAGEN_TYPE_IV_TRIMER	1.0	0.0	6	0
GOCC_FIBRILLAR_COLLAGEN_TRIMER	1.0	0.0	12	0
GOCC_COLLAGEN_TRIMER	1.0	0.0	84	0
GOCC_MEMBRANE_ATTACK_COMPLEX	1.0	0.0	7	0
GOCC_FIBRINOGEN_COMPLEX	1.0	0.0	8	0
GOCC_ZONA_PELLUCIDA_RECEPTOR_COMPLEX	1.0	0.0	8	0
GOCC_RIBOSE_PHOSPHATE_DIPHOSPHOKINASE_COMPLEX	1.0	0.0	5	0
GOCC_PALMITOYLTRANSFERASE_COMPLEX	1.0	0.0	11	0
GOCC_MANCHETTE	1.0	0.0	17	0
GOCC_STEREOCILIA_COUPLING_LINK	1.0	0.0	4	0
GOCC_SEMAPHORIN_RECEPTOR_COMPLEX	1.0	0.0	11	0
GOCC_PODOSOME	1.0	0.0	30	0
GOCC_ACROSOMAL_MEMBRANE	1.0	0.0	30	0
GOCC_INNER_ACROSOMAL_MEMBRANE	1.0	0.0	5	0
GOCC_MALE_PRONUCLEUS	1.0	0.0	7	0
GOCC_FEMALE_PRONUCLEUS	1.0	0.0	9	0
GOCC_PHOTORECEPTOR_INNER_SEGMENT	1.0	0.0	66	0
GOCC_PHAGOCYTIC_CUP	1.0	0.0	26	0
GOCC_PHOTORECEPTOR_OUTER_SEGMENT	1.0	0.0	91	0
GOCC_XY_BODY	1.0	0.0	13	0
GOCC_NUCLEAR_INNER_MEMBRANE	1.0	0.0	56	0
GOCC_LAMIN_FILAMENT	1.0	0.0	4	0
GOCC_NUCLEAR_OUTER_MEMBRANE	1.0	0.0	27	0
GOCC_NUCLEAR_ENVELOPE_LUMEN	1.0	0.0	9	0
GOCC_PERICENTRIC_HETEROCHROMATIN	1.0	0.0	28	0
GOCC_TELOMERASE_HOLOENZYME_COMPLEX	1.0	0.0	21	0
GOCC_U12_TYPE_SPLICEOSOMAL_COMPLEX	1.0	0.0	27	0
GOCC_U6_SNRNP	1.0	0.0	7	0
GOCC_U4_SNRNP	1.0	0.0	10	0
GOCC_U2_SNRNP	1.0	0.0	24	0
GOCC_U1_SNRNP	1.0	0.0	18	0
GOCC_U7_SNRNP	1.0	0.0	7	0
GOCC_ANAPHASE_PROMOTING_COMPLEX	1.0	0.0	21	0
GOCC_CHROMATIN_SILENCING_COMPLEX	1.0	0.0	13	0
GOCC_TRANSCRIPTION_FACTOR_TFIIH_HOLO_COMPLEX	1.0	0.0	12	0
GOCC_RNA_POLYMERASE_I_COMPLEX	1.0	0.0	10	0
GOCC_TRANSCRIPTION_FACTOR_TFIIA_COMPLEX	1.0	0.0	5	0
GOCC_RNA_POLYMERASE_TRANSCRIPTION_FACTOR_SL1_COMPLEX	1.0	0.0	5	0
GOCC_RNA_POLYMERASE_III_COMPLEX	1.0	0.0	18	0
GOCC_RNA_POLYMERASE_II_CORE_COMPLEX	1.0	0.0	15	0
GOCC_DNA_REPLICATION_FACTOR_C_COMPLEX	1.0	0.0	5	0
GOCC_DNA_REPLICATION_FACTOR_A_COMPLEX	1.0	0.0	4	0
GOCC_ALPHA_DNA_POLYMERASE_PRIMASE_COMPLEX	1.0	0.0	5	0
GOCC_REPLICATION_FORK	1.0	0.0	60	0
GOCC_NUCLEOLAR_RIBONUCLEASE_P_COMPLEX	1.0	0.0	6	0
GOCC_NUCLEAR_LAMINA	1.0	0.0	11	0
GOCC_NUCLEAR_PORE	1.0	0.0	93	0
GOCC_ANNULATE_LAMELLAE	1.0	0.0	5	0
GOCC_TRANSCRIPTION_FACTOR_TFIID_COMPLEX	1.0	0.0	34	0
GOCC_PTW_PP1_PHOSPHATASE_COMPLEX	1.0	0.0	7	0
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS	1.0	0.0	21	0
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	1.0	0.0	151	0
GOBP_POSITIVE_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION	1.0	0.0	20	0
GOBP_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS	1.0	0.0	82	0
GOBP_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS	1.0	0.0	73	0
GOBP_REGULATION_OF_REPRODUCTIVE_PROCESS	1.0	0.0	197	0
GOBP_POSITIVE_REGULATION_OF_RRNA_PROCESSING	1.0	0.0	9	0
GOBP_REGULATION_OF_RRNA_PROCESSING	1.0	0.0	15	0
GOBP_POSITIVE_REGULATION_OF_ANOIKIS	1.0	0.0	6	0
GOBP_REGULATION_OF_ANOIKIS	1.0	0.0	24	0
GOBP_REGULATION_OF_FEMALE_GONAD_DEVELOPMENT	1.0	0.0	7	0
GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_TRANSPORT	1.0	0.0	24	0
GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_TRANSPORT	1.0	0.0	7	0
GOBP_REGULATION_OF_FATTY_ACID_TRANSPORT	1.0	0.0	31	0
GOBP_NEGATIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	1.0	0.0	22	0
GOBP_REGULATION_OF_BRANCHING_MORPHOGENESIS_OF_A_NERVE	1.0	0.0	5	0
GOBP_NEGATIVE_REGULATION_OF_DENDRITE_DEVELOPMENT	1.0	0.0	9	0
GOCC_MPP7_DLG1_LIN7_COMPLEX	1.0	0.0	5	0
GOCC_PERINUCLEAR_ENDOPLASMIC_RETICULUM	1.0	0.0	19	0
GOCC_BCL_2_FAMILY_PROTEIN_COMPLEX	1.0	0.0	10	0
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	1.0	0.0	68	0
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	1.0	0.0	7	0
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	1.0	0.0	80	0
GOBP_POSITIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS	1.0	0.0	6	0
GOBP_NEGATIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS	1.0	0.0	4	0
GOBP_NEGATIVE_REGULATION_OF_FEEDING_BEHAVIOR	1.0	0.0	6	0
GOBP_REGULATION_OF_REMOVAL_OF_SUPEROXIDE_RADICALS	1.0	0.0	6	0
GOBP_POSITIVE_REGULATION_OF_FEEDING_BEHAVIOR	1.0	0.0	10	0
GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS	1.0	0.0	7	0
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	1.0	0.0	32	0
GOBP_REGULATION_OF_CD40_SIGNALING_PATHWAY	1.0	0.0	6	0
GOBP_POSITIVE_REGULATION_OF_HEPATOCYTE_PROLIFERATION	1.0	0.0	10	0
GOBP_REGULATION_OF_HEPATOCYTE_PROLIFERATION	1.0	0.0	16	0
GOBP_POSITIVE_REGULATION_OF_ACROSOME_REACTION	1.0	0.0	11	0
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	1.0	0.0	9	0
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	1.0	0.0	4	0
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_1_PRODUCTION	1.0	0.0	5	0
GOBP_REGULATION_OF_T_HELPER_17_CELL_LINEAGE_COMMITMENT	1.0	0.0	7	0
GOBP_REGULATION_OF_GLUCOCORTICOID_RECEPTOR_SIGNALING_PATHWAY	1.0	0.0	5	0
GOBP_POSITIVE_REGULATION_OF_T_HELPER_17_CELL_DIFFERENTIATION	1.0	0.0	7	0
GOBP_REGULATION_OF_T_HELPER_17_CELL_DIFFERENTIATION	1.0	0.0	20	0
GOBP_POSITIVE_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE	1.0	0.0	15	0
GOBP_NEGATIVE_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE	1.0	0.0	12	0
GOBP_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE	1.0	0.0	30	0
GOCC_PHAGOCYTIC_VESICLE_LUMEN	1.0	0.0	5	0
GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS	1.0	0.0	5	0
GOBP_REGULATION_OF_RHO_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	1.0	0.0	5	0
GOBP_REGULATION_OF_MYOBLAST_PROLIFERATION	1.0	0.0	16	0
GOBP_POSITIVE_REGULATION_OF_MYOBLAST_PROLIFERATION	1.0	0.0	12	0
GOBP_NEGATIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	1.0	0.0	35	0
GOBP_NEGATIVE_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY	1.0	0.0	49	0
GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS	1.0	0.0	9	0
GOBP_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS	1.0	0.0	18	0
GOBP_REGULATION_OF_SODIUM_DEPENDENT_PHOSPHATE_TRANSPORT	1.0	0.0	5	0
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_APOPTOTIC_PROCESS	1.0	0.0	4	0
GOBP_REGULATION_OF_MACROPHAGE_APOPTOTIC_PROCESS	1.0	0.0	8	0
GOBP_RESPONSE_TO_AMINO_ACID_STARVATION	1.0	0.0	48	0
GOBP_DOUBLE_STRAND_BREAK_REPAIR_INVOLVED_IN_MEIOTIC_RECOMBINATION	1.0	0.0	5	0
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION	1.0	0.0	62	0
GOBP_VACUOLAR_LOCALIZATION	1.0	0.0	82	0
GOBP_RESPONSE_TO_LECTIN	1.0	0.0	22	0
GOBP_RESPONSE_TO_ODORANT	1.0	0.0	4	0
GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR	1.0	0.0	95	0
GOBP_DORSAL_ROOT_GANGLION_DEVELOPMENT	1.0	0.0	7	0
GOCC_SERINE_PROTEASE_INHIBITOR_COMPLEX	1.0	0.0	6	0
GOCC_TETRASPANIN_ENRICHED_MICRODOMAIN	1.0	0.0	10	0
GOBP_NEGATIVE_REGULATION_OF_HH_TARGET_TRANSCRIPTION_FACTOR_ACTIVITY	1.0	0.0	5	0
GOCC_ALVEOLAR_LAMELLAR_BODY	1.0	0.0	7	0
GOBP_RESPONSE_TO_ANGIOTENSIN	1.0	0.0	31	0
GOBP_PROTEIN_SIALYLATION	1.0	0.0	6	0
GOBP_PRESYNAPTIC_ACTIVE_ZONE_ORGANIZATION	1.0	0.0	8	0
GOBP_CHOLANGIOCYTE_PROLIFERATION	1.0	0.0	5	0
GOBP_NUCLEOLAR_CHROMATIN_ORGANIZATION	1.0	0.0	10	0
GOBP_UDP_N_ACETYLGLUCOSAMINE_TRANSMEMBRANE_TRANSPORT	1.0	0.0	5	0
GOCC_SPERM_CONNECTING_PIECE	1.0	0.0	10	0
GOBP_PROTEIN_POLYUFMYLATION	1.0	0.0	5	0
GOBP_NEURON_PROJECTION_MAINTENANCE	1.0	0.0	10	0
GOBP_DENSE_CORE_GRANULE_EXOCYTOSIS	1.0	0.0	10	0
GOBP_MRNA_PSEUDOURIDINE_SYNTHESIS	1.0	0.0	9	0
GOBP_XENOBIOTIC_TRANSPORT_ACROSS_BLOOD_BRAIN_BARRIER	1.0	0.0	6	0
GOBP_REGULATION_OF_DNA_DAMAGE_CHECKPOINT	1.0	0.0	23	0
GOCC_PROTEASE_INHIBITOR_COMPLEX	1.0	0.0	8	0
GOBP_NEGATIVE_REGULATION_OF_DNA_DAMAGE_CHECKPOINT	1.0	0.0	5	0
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	1.0	0.0	26	0
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	1.0	0.0	54	0
GOBP_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS	1.0	0.0	87	0
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION	1.0	0.0	13	0
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION	1.0	0.0	15	0
GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY	1.0	0.0	9	0
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY	1.0	0.0	16	0
GOBP_REGULATION_OF_TYPE_B_PANCREATIC_CELL_DEVELOPMENT	1.0	0.0	8	0
GOBP_REGULATION_OF_CORTISOL_BIOSYNTHETIC_PROCESS	1.0	0.0	7	0
GOBP_POSITIVE_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY	1.0	0.0	15	0
GOBP_NEGATIVE_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY	1.0	0.0	6	0
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS	1.0	0.0	17	0
GOBP_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY	1.0	0.0	26	0
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	1.0	0.0	9	0
GOCC_NUCLEAR_STRESS_GRANULE	1.0	0.0	6	0
GOBP_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	1.0	0.0	19	0
GOBP_NEGATIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	1.0	0.0	13	0
GOBP_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	1.0	0.0	68	0
GOBP_REGULATION_OF_STEM_CELL_DIVISION	1.0	0.0	11	0
GOBP_REGULATION_OF_MALE_GONAD_DEVELOPMENT	1.0	0.0	8	0
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	1.0	0.0	18	0
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	1.0	0.0	12	0
