ontology	P	Beta	genes_in_set	overlapping_genes
GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	0.9011087460235561	0.08881375545366431	194	2
GOBP_RNA_DESTABILIZATION	0.9050556463622856	0.12024912815157571	94	1
GOBP_HISTONE_LYSINE_METHYLATION	0.905055646362286	0.12024912815157537	94	1
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.905055646362286	0.12024912815157539	94	1
GOBP_RESPONSE_TO_CHEMOKINE	0.9050556463622863	0.12024912815157493	94	1
GOBP_POSITIVE_REGULATION_OF_JNK_CASCADE	0.9050556463622864	0.12024912815157482	94	1
GOCC_PEPTIDASE_COMPLEX	0.9058055695935644	-0.11916110339978124	119	1
GOBP_FORMATION_OF_PRIMARY_GERM_LAYER	0.9058055695935645	-0.11916110339978114	119	1
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	0.907012418309239	0.06835061070700563	297	3
GOBP_REGULATION_OF_PROTEIN_STABILITY	0.9070124183092395	0.06835061070700522	297	3
GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY	0.907224693208754	0.04862688553407928	606	6
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE	0.9125499057486537	-0.1105973759955105	118	1
GOBP_DETOXIFICATION	0.9125499057486544	-0.11059737599550964	118	1
GOBP_ORGANONITROGEN_COMPOUND_CATABOLIC_PROCESS	0.9127252916921119	-0.03289475868674133	1309	12
GOBP_PHOSPHOLIPID_TRANSPORT	0.9135022770389392	0.10950086872467556	95	1
GOBP_AXON_EXTENSION	0.919357693649347	-0.10196059738060713	117	1
GOBP_LYMPHOCYTE_MIGRATION	0.919357693649347	-0.10196059738060707	117	1
GOBP_EMBRYONIC_APPENDAGE_MORPHOGENESIS	0.9193576936493472	-0.10196059738060699	117	1
GOBP_PROTEIN_TARGETING_TO_MEMBRANE	0.9193576936493473	-0.10196059738060687	117	1
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR	0.9193576936493474	-0.10196059738060669	117	1
GOBP_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS	0.9202000223102402	-0.07155000888804065	227	2
GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_II_PROMOTER	0.9218705806959191	0.09886578627798316	96	1
GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION	0.9218705806959192	0.09886578627798294	96	1
GOBP_INTERFERON_MEDIATED_SIGNALING_PATHWAY	0.9218705806959194	0.09886578627798272	96	1
GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	0.9218705806959198	0.09886578627798225	96	1
GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT	0.9242164052157987	0.06798145301952987	198	2
GOBP_IMMUNE_RESPONSE	0.9252526238112875	0.025417812396331684	1551	15
GOBP_RNA_MEDIATED_GENE_SILENCING	0.926229573127713	-0.09324950252653946	116	1
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	0.9301611710974254	0.08834151048823258	97	1
GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS	0.9301611710974256	0.08834151048823237	97	1
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	0.9301611710974256	0.08834151048823234	97	1
GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT	0.9301611710974258	0.08834151048823208	97	1
GOBP_SEGMENTATION	0.9301611710974258	0.08834151048823213	97	1
GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	0.9301611710974258	0.08834151048823204	97	1
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	0.9301611710974259	0.08834151048823195	97	1
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	0.9302438251344317	0.051219074204417396	302	3
GOBP_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS	0.9331661871703656	-0.0844627932590829	115	1
GOBP_PEPTIDYL_THREONINE_MODIFICATION	0.9331661871703657	-0.08446279325908278	115	1
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION	0.9335160159638802	-0.04237245096469856	441	4
GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	0.9383746700230313	0.0779257447236318	98	1
GOBP_NEPHRON_EPITHELIUM_DEVELOPMENT	0.9401681816812207	-0.07559913709018726	114	1
GOBP_LIPID_OXIDATION	0.9401681816812208	-0.07559913709018705	114	1
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	0.940168181681221	-0.07559913709018688	114	1
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	0.9401681816812211	-0.07559913709018685	114	1
GOBP_TYPE_II_INTERFERON_PRODUCTION	0.9401681816812214	-0.07559913709018636	114	1
GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS	0.9412882202252034	0.05263149631906011	201	2
GOBP_EPITHELIAL_TUBE_MORPHOGENESIS	0.941519167202246	-0.04290521251548782	331	3
GOBP_ACTIN_FILAMENT_ORGANIZATION	0.9444581406727356	0.03539865184699335	409	4
GOBP_PROTEIN_CATABOLIC_PROCESS	0.9445767802108448	-0.02388215064671132	974	9
GOBP_PROTEIN_TARGETING_TO_MITOCHONDRION	0.9465117063034556	0.06761626302049432	99	1
GOBP_RENAL_TUBULE_DEVELOPMENT	0.946511706303456	0.06761626302049384	99	1
GOBP_ARTERY_DEVELOPMENT	0.946511706303456	0.06761626302049377	99	1
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	0.9469291736569712	0.047565685085462	202	2
GOBP_GLIAL_CELL_DEVELOPMENT	0.9472362052251704	-0.0666571659978601	113	1
GOBP_MYOTUBE_DIFFERENTIATION	0.9472362052251705	-0.06665716599785998	113	1
GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS	0.9486011152905396	0.037715606103983626	306	3
GOBP_MITOTIC_CELL_CYCLE_PROCESS	0.9506522499334933	0.023973303330900426	724	7
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION	0.9506570033759616	-0.04420133649738841	221	2
GOBP_VACUOLE_ORGANIZATION	0.9525452155989758	0.04252487132658732	203	2
GOBP_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	0.9531581610127757	0.034367144039507753	307	3
GOBP_CELL_CYCLE_PROCESS	0.9532481758866477	-0.018325457978615834	1184	11
GOBP_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	0.9543709087513902	-0.05763547515137441	112	1
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT	0.9543709087513903	-0.057635475151374266	112	1
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	0.9545729149176214	0.057410907213337754	100	1
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	0.9545729149176219	0.057410907213337206	100	1
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	0.954572914917622	0.057410907213337185	100	1
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	0.954720383013496	-0.0195063471104679	970	9
GOBP_CELL_CELL_JUNCTION_ORGANIZATION	0.9581363014628143	0.037508806898541185	204	2
GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS	0.9610098837728417	-0.0349203163052828	219	2
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	0.9615729452950312	-0.04853262157879557	111	1
GOCC_GOLGI_CISTERNA	0.9615729452950316	-0.04853262157879506	111	1
GOBP_REGULATION_OF_DNA_RECOMBINATION	0.961572945295032	-0.04853262157879456	111	1
GOBP_CHLORIDE_TRANSPORT	0.961572945295032	-0.048532621578794496	111	1
GOBP_REGULATION_OF_TOR_SIGNALING	0.9625589361472978	0.04730758420921289	101	1
GOBP_POSITIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY	0.962558936147298	0.047307584209212675	101	1
GOCC_FILOPODIUM	0.9625589361472981	0.04730758420921244	101	1
GOBP_NEUTROPHIL_CHEMOTAXIS	0.9625589361472981	0.04730758420921242	101	1
GOBP_T_CELL_PROLIFERATION	0.9637023910605911	0.03251724733365363	205	2
GOBP_NCRNA_METABOLIC_PROCESS	0.9662608115080074	-0.019272890205704836	539	5
GOBP_POSITIVE_REGULATION_OF_SECRETION	0.966750723128057	0.024386382137509308	310	3
GOBP_CHROMOSOME_SEGREGATION	0.9680202594470657	0.02036929824892613	415	4
GOBP_CELLULAR_RESPONSE_TO_TOXIC_SUBSTANCE	0.9688429696559677	-0.03934712277362896	110	1
GOBP_ACTIN_CYTOSKELETON_REORGANIZATION	0.968842969655968	-0.03934712277362863	110	1
GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN	0.9688429696559684	-0.03934712277362815	110	1
GOBP_LIPOSACCHARIDE_METABOLIC_PROCESS	0.9704704147858882	0.037304263397626554	102	1
GOBP_MALE_GAMETE_GENERATION	0.9730171251498353	-0.015412074835109903	537	5
GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION	0.9747594420615745	0.02260668287205426	207	2
GOBP_EPITHELIAL_CELL_DEVELOPMENT	0.9747594420615747	0.02260668287205406	207	2
GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS	0.9747594420615748	0.022606682872053977	207	2
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	0.9761816380531169	-0.03007745523727772	109	1
GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY	0.9767277804436136	-0.02083903323377719	216	2
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING	0.9783079993980663	0.027398974188114458	103	1
GOBP_PEPTIDYL_LYSINE_METHYLATION	0.9783079993980665	0.02739897418811422	103	1
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	0.9810978780563336	0.007406360711633812	1156	11
GOBP_EAR_DEVELOPMENT	0.9820174130384082	-0.016101874754824618	215	2
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	0.9820174130384087	-0.016101874754824105	215	2
GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE	0.9832010620358153	-0.00959434077954275	534	5
GOBP_NEGATIVE_REGULATION_OF_HEMOPOIESIS	0.9835896077528102	-0.02072205295370774	108	1
GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	0.9835896077528102	-0.020722052953707697	108	1
GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	0.9835896077528103	-0.020722052953707597	108	1
GOBP_RENAL_SYSTEM_DEVELOPMENT	0.9846884218438147	0.01122688973025965	314	3
GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	0.9857765332530605	-0.009056392273538404	427	4
GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS	0.9860723416273128	0.017589803667868855	104	1
GOCC_OUTER_MEMBRANE	0.9873322230220479	-0.01134267739260772	214	2
GOBP_MYOBLAST_DIFFERENTIATION	0.9910675366696042	-0.011279305792479835	107	1
GOBP_AUTOPHAGOSOME_ORGANIZATION	0.9910675366696046	-0.011279305792479438	107	1
GOBP_METHYLATION	0.9931931166334782	-0.004990386060670282	319	3
GOCC_CELL_SUBSTRATE_JUNCTION	0.9933890860606548	-0.0042092301979463126	425	4
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE	0.9935766162774862	0.004709430233121144	316	3
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	0.9937640955484079	0.007874894372571547	105	1
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	0.9937640955484083	0.007874894372571174	105	1
GOCC_RNA_POLYMERASE_COMPLEX	0.9937640955484084	0.007874894372570955	105	1
GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY	0.9937640955484085	0.007874894372570792	105	1
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION	0.9965722841647388	0.0030692472417536546	211	2
GOBP_NUCLEAR_TRANSPORT	0.9975895355783806	-0.0017672106776090051	318	3
GOBP_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY	0.9980003591172983	0.0014660399886769065	317	3
GOCC_ACTIN_BASED_CELL_PROJECTION	0.9980373779235916	-0.001757329312382358	212	2
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	0.9985161340638131	0.0006757549059758992	846	8
GOBP_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION	0.9986160829377588	-0.0017475578361215367	106	1
GOCC_CENTRIOLAR_SATELLITE	0.9986160829377592	-0.0017475578361211943	106	1
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS	0.9986160829377593	-0.001747557836121049	106	1
GOBP_RESPONSE_TO_RETINOIC_ACID	0.9986160829377593	-0.0017475578361210511	106	1
GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	0.9986160829377593	-0.0017475578361210178	106	1
GOBP_STEM_CELL_PROLIFERATION	0.9986160829377594	-0.0017475578361207831	106	1
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR	1.0	0.0	16	0
GOBP_NEGATIVE_REGULATION_OF_SERINE_TYPE_PEPTIDASE_ACTIVITY	1.0	0.0	7	0
GOBP_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	1.0	0.0	13	0
GOBP_REGULATION_OF_HYALURONAN_BIOSYNTHETIC_PROCESS	1.0	0.0	8	0
GOBP_RESPONSE_TO_FLUORIDE	1.0	0.0	5	0
GOBP_NEGATIVE_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	1.0	0.0	5	0
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	1.0	0.0	35	0
GOBP_NEGATIVE_REGULATION_OF_NEUTROPHIL_MIGRATION	1.0	0.0	5	0
GOBP_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	1.0	0.0	29	0
GOBP_ANTIBACTERIAL_PEPTIDE_PRODUCTION	1.0	0.0	9	0
GOBP_REGULATION_OF_ANTIMICROBIAL_PEPTIDE_PRODUCTION	1.0	0.0	9	0
GOBP_REGULATION_OF_NODAL_SIGNALING_PATHWAY	1.0	0.0	10	0
GOBP_POSITIVE_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS	1.0	0.0	8	0
GOBP_KETONE_BODY_METABOLIC_PROCESS	1.0	0.0	10	0
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	1.0	0.0	37	0
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS	1.0	0.0	42	0
GOBP_NEGATIVE_REGULATION_OF_NODAL_SIGNALING_PATHWAY	1.0	0.0	5	0
GOBP_NEGATIVE_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS	1.0	0.0	8	0
GOBP_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	1.0	0.0	47	0
GOBP_REGULATION_OF_NEUTROPHIL_MIGRATION	1.0	0.0	42	0
GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	1.0	0.0	26	0
GOBP_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.0	7	0
GOBP_REGULATION_OF_TOLERANCE_INDUCTION	1.0	0.0	19	0
GOBP_POSITIVE_REGULATION_OF_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE	1.0	0.0	44	0
GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	1.0	0.0	14	0
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	1.0	0.0	13	0
GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_TRANSCRIPTION_OF_P21_CLASS_MEDIATOR	1.0	0.0	6	0
GOBP_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	1.0	0.0	48	0
GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	1.0	0.0	6	0
GOBP_EXTRACELLULAR_REGULATION_OF_SIGNAL_TRANSDUCTION	1.0	0.0	12	0
GOBP_POSITIVE_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_TRANSCRIPTION_OF_P21_CLASS_MEDIATOR	1.0	0.0	5	0
GOBP_ANTIMICROBIAL_PEPTIDE_PRODUCTION	1.0	0.0	11	0
GOBP_CARNITINE_TRANSMEMBRANE_TRANSPORT	1.0	0.0	7	0
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.0	28	0
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.0	30	0
GOBP_REGULATION_OF_EXECUTION_PHASE_OF_APOPTOSIS	1.0	0.0	16	0
GOBP_POSITIVE_REGULATION_OF_TOLERANCE_INDUCTION	1.0	0.0	12	0
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.0	18	0
GOBP_POSITIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.0	10	0
GOBP_FC_RECEPTOR_MEDIATED_INHIBITORY_SIGNALING_PATHWAY	1.0	0.0	5	0
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	1.0	0.0	27	0
GOBP_POSITIVE_REGULATION_OF_NEUTROPHIL_MIGRATION	1.0	0.0	31	0
GOBP_POSITIVE_REGULATION_OF_T_CELL_TOLERANCE_INDUCTION	1.0	0.0	9	0
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	1.0	0.0	46	0
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	1.0	0.0	10	0
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_CYSTEINE_S_NITROSYLATION	1.0	0.0	6	0
GOBP_POSITIVE_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	1.0	0.0	15	0
GOBP_TERTIARY_ALCOHOL_METABOLIC_PROCESS	1.0	0.0	22	0
GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ASSEMBLY	1.0	0.0	42	0
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_NUCLEUS	1.0	0.0	33	0
GOBP_CELLULAR_RESPONSE_TO_REACTIVE_NITROGEN_SPECIES	1.0	0.0	16	0
GOBP_REGULATION_OF_HISTONE_H3_K9_TRIMETHYLATION	1.0	0.0	6	0
GOBP_REGULATION_OF_DOSAGE_COMPENSATION_BY_INACTIVATION_OF_X_CHROMOSOME	1.0	0.0	13	0
GOBP_REGULATION_OF_OOCYTE_MATURATION	1.0	0.0	7	0
GOBP_NEGATIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	1.0	0.0	13	0
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	1.0	0.0	28	0
GOBP_REGULATION_OF_PLASMA_CELL_DIFFERENTIATION	1.0	0.0	5	0
GOBP_REGULATION_OF_FAS_SIGNALING_PATHWAY	1.0	0.0	4	0
GOBP_REGULATION_OF_BONE_MINERALIZATION_INVOLVED_IN_BONE_MATURATION	1.0	0.0	4	0
GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1.0	0.0	18	0
GOBP_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	1.0	0.0	7	0
GOBP_REGULATION_OF_NODAL_SIGNALING_PATHWAY_INVOLVED_IN_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY	1.0	0.0	5	0
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	1.0	0.0	31	0
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_FUNGUS	1.0	0.0	6	0
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	1.0	0.0	20	0
GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY	1.0	0.0	76	0
GOBP_REGULATION_OF_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION	1.0	0.0	40	0
GOBP_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	1.0	0.0	17	0
GOBP_REGULATION_OF_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE	1.0	0.0	8	0
GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	1.0	0.0	24	0
GOBP_GLYCOSIDE_TRANSPORT	1.0	0.0	5	0
GOBP_NEGATIVE_REGULATION_OF_TROPHOBLAST_CELL_MIGRATION	1.0	0.0	6	0
GOBP_POSITIVE_REGULATION_OF_TROPHOBLAST_CELL_MIGRATION	1.0	0.0	6	0
GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	1.0	0.0	47	0
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	1.0	0.0	127	0
GOBP_NEURAL_CREST_CELL_MIGRATION_INVOLVED_IN_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT	1.0	0.0	6	0
GOBP_POSITIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE	1.0	0.0	44	0
GOBP_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	1.0	0.0	31	0
GOBP_POSITIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	1.0	0.0	38	0
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY	1.0	0.0	16	0
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ASSEMBLY	1.0	0.0	11	0
GOBP_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	1.0	0.0	35	0
GOBP_NEGATIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	1.0	0.0	16	0
GOBP_NUCLEOSIDE_TRANSMEMBRANE_TRANSPORT	1.0	0.0	7	0
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MONOUBIQUITINATION	1.0	0.0	5	0
GOBP_NEGATIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING	1.0	0.0	25	0
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	1.0	0.0	234	0
GOBP_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	1.0	0.0	56	0
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	1.0	0.0	68	0
GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	1.0	0.0	6	0
GOBP_CARBOHYDRATE_DERIVATIVE_TRANSPORT	1.0	0.0	81	0
GOBP_REGULATION_OF_MRNA_BINDING	1.0	0.0	10	0
GOBP_PRIMARY_AMINO_COMPOUND_BIOSYNTHETIC_PROCESS	1.0	0.0	5	0
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	1.0	0.0	35	0
GOBP_REGULATION_OF_AUTOPHAGOSOME_MATURATION	1.0	0.0	16	0
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	1.0	0.0	251	0
GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS	1.0	0.0	71	0
GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	1.0	0.0	180	0
GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGOSOME_MATURATION	1.0	0.0	4	0
GOBP_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORT	1.0	0.0	23	0
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGOSOME_MATURATION	1.0	0.0	7	0
GOBP_IRON_COORDINATION_ENTITY_TRANSPORT	1.0	0.0	13	0
GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND	1.0	0.0	35	0
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	1.0	0.0	31	0
GOBP_CERAMIDE_1_PHOSPHATE_TRANSPORT	1.0	0.0	5	0
GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	1.0	0.0	21	0
GOBP_REGULATION_OF_MITOTIC_SPINDLE_ASSEMBLY	1.0	0.0	23	0
GOBP_MITOTIC_CYTOKINETIC_PROCESS	1.0	0.0	23	0
GOBP_INSULIN_METABOLIC_PROCESS	1.0	0.0	14	0
GOBP_REGULATION_OF_SUPEROXIDE_DISMUTASE_ACTIVITY	1.0	0.0	5	0
GOBP_REGULATION_OF_MITOTIC_CYTOKINESIS	1.0	0.0	10	0
GOBP_QUINONE_METABOLIC_PROCESS	1.0	0.0	36	0
GOBP_GLYCOSYL_COMPOUND_BIOSYNTHETIC_PROCESS	1.0	0.0	18	0
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	1.0	0.0	51	0
GOBP_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	1.0	0.0	69	0
GOBP_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION	1.0	0.0	17	0
GOBP_SUCCINYL_COA_CATABOLIC_PROCESS	1.0	0.0	6	0
