ontology	P	Beta	genes_in_set	overlapping_genes
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_V1_DOMAIN	1.0	0.0	11	0
GOCC_CORVET_COMPLEX	1.0	0.0	7	0
GOCC_NODE_OF_RANVIER	1.0	0.0	16	0
GOCC_TRANSCRIPTION_PREINITIATION_COMPLEX	1.0	0.0	11	0
GOCC_CILIARY_BASE	1.0	0.0	35	0
GOCC_CILIARY_TIP	1.0	0.0	43	0
GOCC_CILIARY_TRANSITION_FIBER	1.0	0.0	7	0
GOCC_SPLICEOSOMAL_TRI_SNRNP_COMPLEX	1.0	0.0	34	0
GOCC_SPLICEOSOMAL_SNRNP_COMPLEX	1.0	0.0	61	0
GOCC_SPERM_PLASMA_MEMBRANE	1.0	0.0	14	0
GOCC_CARDIAC_MYOFIBRIL	1.0	0.0	6	0
GOCC_GEMINI_OF_COILED_BODIES	1.0	0.0	11	0
GOCC_MULTIVESICULAR_BODY_INTERNAL_VESICLE	1.0	0.0	6	0
GOCC_MULTIVESICULAR_BODY_LUMEN	1.0	0.0	7	0
GOCC_RIBBON_SYNAPSE	1.0	0.0	13	0
GOCC_HIPPOCAMPAL_MOSSY_FIBER	1.0	0.0	5	0
GOCC_ASTROCYTE_END_FOOT	1.0	0.0	7	0
GOCC_ASTROCYTE_PROJECTION	1.0	0.0	18	0
GOCC_SORTING_ENDOSOME	1.0	0.0	6	0
GOCC_BASAL_DENDRITE	1.0	0.0	6	0
GOCC_APICAL_DENDRITE	1.0	0.0	15	0
GOCC_DENSE_BODY	1.0	0.0	5	0
GOCC_MICROTUBULE_BUNDLE	1.0	0.0	5	0
GOCC_TUBULAR_ENDOSOME	1.0	0.0	5	0
GOCC_NEUROFIBRILLARY_TANGLE	1.0	0.0	5	0
GOCC_LEWY_BODY	1.0	0.0	7	0
GOCC_GLIAL_CELL_PROJECTION	1.0	0.0	37	0
GOCC_PHOTORECEPTOR_DISC_MEMBRANE	1.0	0.0	23	0
GOCC_LATERAL_PART_OF_CELL	1.0	0.0	5	0
GOCC_CIA_COMPLEX	1.0	0.0	2	0
GOCC_G_PROTEIN_COUPLED_RECEPTOR_COMPLEX	1.0	0.0	9	0
GOCC_9PLUS0_MOTILE_CILIUM	1.0	0.0	3	0
GOCC_GLYCINERGIC_SYNAPSE	1.0	0.0	8	0
GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE	1.0	0.0	21	0
GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS	1.0	0.0	31	0
GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS	1.0	0.0	16	0
GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS	1.0	0.0	9	0
GOCC_PHOTORECEPTOR_RIBBON_SYNAPSE	1.0	0.0	8	0
GOCC_SEROTONIN_RECEPTOR_COMPLEX	1.0	0.0	9	0
GOCC_BASEMENT_MEMBRANE_COLLAGEN_TRIMER	1.0	0.0	8	0
GOCC_COMPLEX_OF_COLLAGEN_TRIMERS	1.0	0.0	21	0
GOCC_NETWORK_FORMING_COLLAGEN_TRIMER	1.0	0.0	8	0
GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_MATRIX_ADHESION	1.0	0.0	17	0
GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_ADHESION	1.0	0.0	57	0
GOCC_PROTEIN_COMPLEX_INVOLVED_IN_CELL_CELL_ADHESION	1.0	0.0	5	0
GOCC_CYTOPLASMIC_SIDE_OF_APICAL_PLASMA_MEMBRANE	1.0	0.0	5	0
GOCC_EXTERNAL_SIDE_OF_APICAL_PLASMA_MEMBRANE	1.0	0.0	6	0
GOBP_SULFUR_AMINO_ACID_TRANSPORT	1.0	0.0	13	0
GOCC_LUMENAL_SIDE_OF_MEMBRANE	1.0	0.0	31	0
GOCC_CYTOPLASMIC_SIDE_OF_LYSOSOMAL_MEMBRANE	1.0	0.0	9	0
GOCC_CYTOPLASMIC_SIDE_OF_MEMBRANE	1.0	0.0	180	0
GOCC_CYTOPLASMIC_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	1.0	0.0	13	0
GOCC_LUMENAL_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	1.0	0.0	25	0
GOCC_DEUTEROSOME	1.0	0.0	4	0
GOCC_ATPASE_DEPENDENT_TRANSMEMBRANE_TRANSPORT_COMPLEX	1.0	0.0	24	0
GOBP_RRNA_MODIFICATION	1.0	0.0	29	0
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	1.0	0.0	38	0
GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX_CLASS_I	1.0	0.0	9	0
GOCC_DOPAMINERGIC_SYNAPSE	1.0	0.0	14	0
GOCC_PERINUCLEOLAR_COMPARTMENT	1.0	0.0	5	0
GOCC_RIPOPTOSOME	1.0	0.0	6	0
GOCC_NLRP3_INFLAMMASOME_COMPLEX	1.0	0.0	8	0
GOCC_EMC_COMPLEX	1.0	0.0	10	0
GOCC_MSL_COMPLEX	1.0	0.0	4	0
GOCC_ER_MEMBRANE_INSERTION_COMPLEX	1.0	0.0	5	0
GOCC_PTW_PP1_PHOSPHATASE_COMPLEX	1.0	0.0	7	0
GOCC_RAGULATOR_COMPLEX	1.0	0.0	5	0
GOCC_ELASTIC_FIBER	1.0	0.0	5	0
GOCC_MMXD_COMPLEX	1.0	0.0	4	0
GOCC_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK	1.0	0.0	24	0
GOCC_IGM_IMMUNOGLOBULIN_COMPLEX	1.0	0.0	0	0
GOCC_IGA_IMMUNOGLOBULIN_COMPLEX_CIRCULATING	1.0	0.0	1	0
GOCC_IGA_IMMUNOGLOBULIN_COMPLEX	1.0	0.0	1	0
GOCC_IGE_IMMUNOGLOBULIN_COMPLEX	1.0	0.0	0	0
GOCC_IGD_IMMUNOGLOBULIN_COMPLEX	1.0	0.0	0	0
GOCC_IGG_IMMUNOGLOBULIN_COMPLEX	1.0	0.0	0	0
GOCC_ENDOCYTIC_VESICLE_LUMEN	1.0	0.0	23	0
GOCC_NEURONAL_RIBONUCLEOPROTEIN_GRANULE	1.0	0.0	5	0
GOCC_NBAF_COMPLEX	1.0	0.0	16	0
GOCC_NPBAF_COMPLEX	1.0	0.0	14	0
GOCC_PIP_BODY	1.0	0.0	5	0
GOCC_PI_BODY	1.0	0.0	10	0
GOCC_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_3_COMPLEX_EIF3M	1.0	0.0	7	0
GOCC_CLATHRIN_COMPLEX	1.0	0.0	6	0
GOCC_TRANSLOCON_COMPLEX	1.0	0.0	6	0
GOCC_HISTONE_PRE_MRNA_3_END_PROCESSING_COMPLEX	1.0	0.0	6	0
GOCC_BLOOD_MICROPARTICLE	1.0	0.0	111	0
GOCC_INO80_TYPE_COMPLEX	1.0	0.0	26	0
GOCC_BOX_H_ACA_RNP_COMPLEX	1.0	0.0	5	0
GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY	1.0	0.0	14	0
GOCC_R2TP_COMPLEX	1.0	0.0	5	0
GOCC_SPERM_PRINCIPAL_PIECE	1.0	0.0	29	0
GOCC_SPERM_ANNULUS	1.0	0.0	0	0
GOCC_SPERM_MITOCHONDRIAL_SHEATH	1.0	0.0	5	0
GOCC_SPERM_MIDPIECE	1.0	0.0	46	0
GOCC_SPERM_CONNECTING_PIECE	1.0	0.0	10	0
GOCC_ALVEOLAR_LAMELLAR_BODY	1.0	0.0	7	0
GOCC_TETRASPANIN_ENRICHED_MICRODOMAIN	1.0	0.0	10	0
GOCC_SERINE_PROTEASE_INHIBITOR_COMPLEX	1.0	0.0	6	0
GOCC_PROTEASE_INHIBITOR_COMPLEX	1.0	0.0	8	0
GOCC_NUCLEAR_STRESS_GRANULE	1.0	0.0	6	0
GOCC_BCL_2_FAMILY_PROTEIN_COMPLEX	1.0	0.0	10	0
GOBP_MEIOTIC_SPINDLE_ORGANIZATION	1.0	0.0	14	0
GOCC_PERINUCLEAR_ENDOPLASMIC_RETICULUM	1.0	0.0	19	0
GOCC_MPP7_DLG1_LIN7_COMPLEX	1.0	0.0	5	0
GOCC_PHAGOCYTIC_VESICLE_LUMEN	1.0	0.0	5	0
GOCC_SITE_OF_DNA_DAMAGE	1.0	0.0	92	0
GOCC_GLYCOPROTEIN_COMPLEX	1.0	0.0	23	0
GOCC_BOX_H_ACA_TELOMERASE_RNP_COMPLEX	1.0	0.0	4	0
GOCC_RNA_POLYMERASE_III_TRANSCRIPTION_REGULATOR_COMPLEX	1.0	0.0	9	0
GOCC_RNA_POLYMERASE_II_TRANSCRIPTION_REPRESSOR_COMPLEX	1.0	0.0	15	0
GOCC_CATION_TRANSPORTING_ATPASE_COMPLEX	1.0	0.0	18	0
GOCC_U2AF_COMPLEX	1.0	0.0	5	0
GOCC_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX	1.0	0.0	34	0
GOCC_MEIOTIC_SPINDLE	1.0	0.0	13	0
GOCC_TRNA_SPLICING_LIGASE_COMPLEX	1.0	0.0	7	0
GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING	1.0	0.0	18	0
GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS	1.0	0.0	8	0
GOCC_PLASMA_MEMBRANE_PROTEIN_COMPLEX	1.0	0.0	561	0
GOCC_AMPHISOME_MEMBRANE	1.0	0.0	11	0
GOCC_FICOLIN_1_RICH_GRANULE_LUMEN	1.0	0.0	124	0
GOCC_TERTIARY_GRANULE_LUMEN	1.0	0.0	55	0
GOCC_SEROTONIN_ACTIVATED_CATION_SELECTIVE_CHANNEL_COMPLEX	1.0	0.0	5	0
GOCC_AXON_CYTOPLASM	1.0	0.0	62	0
GOCC_PEPTIDASE_INHIBITOR_COMPLEX	1.0	0.0	11	0
GOCC_CALCITONIN_FAMILY_RECEPTOR_COMPLEX	1.0	0.0	5	0
GOCC_PHOSPHATASE_COMPLEX	1.0	0.0	50	0
GOCC_PROTEIN_KINASE_COMPLEX	1.0	0.0	137	0
GOCC_DENDRITIC_FILOPODIUM	1.0	0.0	5	0
GOCC_GABA_RECEPTOR_COMPLEX	1.0	0.0	20	0
GOCC_H4_HISTONE_ACETYLTRANSFERASE_COMPLEX	1.0	0.0	42	0
GOCC_ACETYLTRANSFERASE_COMPLEX	1.0	0.0	98	0
GOCC_CEREBELLAR_CLIMBING_FIBER_TO_PURKINJE_CELL_SYNAPSE	1.0	0.0	6	0
GOBP_REGULATION_OF_DNA_RECOMBINATION	1.0	0.0	111	0
GOCC_ENZYME_ACTIVATOR_COMPLEX	1.0	0.0	6	0
GOCC_ATAC_COMPLEX	1.0	0.0	12	0
GOCC_ENDOPLASMIC_RETICULUM_PROTEIN_CONTAINING_COMPLEX	1.0	0.0	119	0
GOBP_REGULATION_OF_MITOTIC_RECOMBINATION	1.0	0.0	6	0
GOCC_CHROMOSOME_TELOMERIC_REPEAT_REGION	1.0	0.0	12	0
GOCC_GBAF_COMPLEX	1.0	0.0	12	0
GOCC_MIB_COMPLEX	1.0	0.0	11	0
GOCC_ENDOPLASMIC_RETICULUM_PLASMA_MEMBRANE_CONTACT_SITE	1.0	0.0	8	0
GOCC_BBAF_COMPLEX	1.0	0.0	10	0
GOCC_DYNEIN_AXONEMAL_PARTICLE	1.0	0.0	13	0
GOCC_SERINE_TYPE_PEPTIDASE_COMPLEX	1.0	0.0	18	0
GOCC_ROD_PHOTORECEPTOR_OUTER_SEGMENT	1.0	0.0	6	0
GOCC_ENDONUCLEASE_COMPLEX	1.0	0.0	35	0
GOCC_GTPASE_COMPLEX	1.0	0.0	31	0
GOCC_GLYCOPROTEIN_IB_IX_V_COMPLEX	1.0	0.0	5	0
GOCC_MICROTUBULE_END	1.0	0.0	33	0
GOCC_MICROVESICLE	1.0	0.0	5	0
GOCC_LSM1_7_PAT1_COMPLEX	1.0	0.0	5	0
GOCC_HFE_TRANSFERRIN_RECEPTOR_COMPLEX	1.0	0.0	7	0
GOCC_PROXIMAL_DENDRITE	1.0	0.0	7	0
GOCC_PHOSPHOLIPID_TRANSLOCATING_ATPASE_COMPLEX	1.0	0.0	14	0
GOCC_CLOCK_BMAL_TRANSCRIPTION_COMPLEX	1.0	0.0	3	0
GOCC_MITOTIC_SPINDLE_MICROTUBULE	1.0	0.0	13	0
GOCC_OMEGASOME	1.0	0.0	5	0
GOCC_L_TYPE_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	1.0	0.0	12	0
GOCC_DNA_REPAIR_COMPLEX	1.0	0.0	20	0
GOCC_ATG1_ULK1_KINASE_COMPLEX	1.0	0.0	5	0
GOCC_UNIPLEX_COMPLEX	1.0	0.0	5	0
GOCC_IRON_SULFUR_CLUSTER_ASSEMBLY_COMPLEX	1.0	0.0	11	0
GOCC_OXIDOREDUCTASE_COMPLEX	1.0	0.0	114	0
GOCC_MESSENGER_RIBONUCLEOPROTEIN_COMPLEX	1.0	0.0	13	0
GOCC_SPERMATOPROTEASOME_COMPLEX	1.0	0.0	5	0
GOCC_PERICILIARY_MEMBRANE_COMPARTMENT	1.0	0.0	4	0
GOCC_TRAPPIII_PROTEIN_COMPLEX	1.0	0.0	11	0
GOCC_TRAPPII_PROTEIN_COMPLEX	1.0	0.0	10	0
GOCC_RPAP3_R2TP_PREFOLDIN_LIKE_COMPLEX	1.0	0.0	10	0
GOBP_SINGLE_STRAND_BREAK_REPAIR	1.0	0.0	11	0
GOCC_ENDOPEPTIDASE_COMPLEX	1.0	0.0	88	0
GOCC_PEPTIDASE_COMPLEX	1.0	0.0	119	0
GOCC_EXORIBONUCLEASE_COMPLEX	1.0	0.0	20	0
GOCC_CONE_PHOTORECEPTOR_OUTER_SEGMENT	1.0	0.0	7	0
GOCC_PAR_POLARITY_COMPLEX	1.0	0.0	6	0
GOCC_LSM2_8_COMPLEX	1.0	0.0	6	0
GOCC_NEURONAL_DENSE_CORE_VESICLE_MEMBRANE	1.0	0.0	5	0
GOCC_NEURONAL_DENSE_CORE_VESICLE	1.0	0.0	28	0
GOCC_ASYMMETRIC_GLUTAMATERGIC_EXCITATORY_SYNAPSE	1.0	0.0	14	0
GOBP_TRANSITION_METAL_ION_TRANSPORT	1.0	0.0	92	0
GOCC_CHOLINERGIC_SYNAPSE	1.0	0.0	10	0
GOBP_UREA_CYCLE	1.0	0.0	10	0
GOCC_PERISYNAPTIC_EXTRACELLULAR_MATRIX	1.0	0.0	5	0
GOBP_CITRULLINE_METABOLIC_PROCESS	1.0	0.0	8	0
GOCC_EXTRINSIC_COMPONENT_OF_PRESYNAPTIC_MEMBRANE	1.0	0.0	5	0
GOCC_NEUROTRANSMITTER_RECEPTOR_COMPLEX	1.0	0.0	46	0
GOCC_POSTSYNAPTIC_ACTIN_CYTOSKELETON	1.0	0.0	5	0
GOCC_CLUSTER_OF_ACTIN_BASED_CELL_PROJECTIONS	1.0	0.0	154	0
GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS	1.0	0.0	15	0
GOCC_EXTRINSIC_COMPONENT_OF_SYNAPTIC_VESICLE_MEMBRANE	1.0	0.0	11	0
GOCC_POSTSYNAPTIC_ENDOSOME	1.0	0.0	14	0
GOCC_POSTSYNAPTIC_ENDOCYTIC_ZONE	1.0	0.0	5	0
GOBP_RIBOSOMAL_LARGE_SUBUNIT_EXPORT_FROM_NUCLEUS	1.0	0.0	8	0
GOCC_POSTSYNAPTIC_RECYCLING_ENDOSOME	1.0	0.0	8	0
GOCC_PRESYNAPTIC_ENDOCYTIC_ZONE	1.0	0.0	9	0
GOCC_PRESYNAPTIC_ACTIVE_ZONE_CYTOPLASMIC_COMPONENT	1.0	0.0	17	0
GOCC_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_MEMBRANE	1.0	0.0	4	0
GOCC_PLASMA_MEMBRANE_SIGNALING_RECEPTOR_COMPLEX	1.0	0.0	184	0
GOCC_INNER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	1.0	0.0	117	0
GOCC_OUTER_MITOCHONDRIAL_MEMBRANE_PROTEIN_COMPLEX	1.0	0.0	20	0
GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	1.0	0.0	254	0
GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	1.0	0.0	31	0
GOCC_BORC_COMPLEX	1.0	0.0	4	0
GOCC_SYNAPTONEMAL_STRUCTURE	1.0	0.0	35	0
GOCC_POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT	1.0	0.0	15	0
GOCC_SM_LIKE_PROTEIN_FAMILY_COMPLEX	1.0	0.0	81	0
GOCC_NEURON_PROJECTION_CYTOPLASM	1.0	0.0	88	0
GOCC_CENTRIOLAR_SUBDISTAL_APPENDAGE	1.0	0.0	10	0
GOCC_PROCENTRIOLE_REPLICATION_COMPLEX	1.0	0.0	6	0
GOCC_STEREOCILIUM_BASE	1.0	0.0	4	0
GOCC_UBIQUINONE_BIOSYNTHESIS_COMPLEX	1.0	0.0	6	0
GOCC_B_WICH_COMPLEX	1.0	0.0	7	0
GOCC_SUMO_LIGASE_COMPLEX	1.0	0.0	10	0
GOCC_MCRD_MEDIATED_MRNA_STABILITY_COMPLEX	1.0	0.0	5	0
GOCC_CHAPERONE_COMPLEX	1.0	0.0	41	0
GOCC_NUCLEOLAR_EXOSOME_RNASE_COMPLEX	1.0	0.0	10	0
GOCC_FICOLIN_1_RICH_GRANULE_MEMBRANE	1.0	0.0	58	0
GOCC_WASH_COMPLEX	1.0	0.0	4	0
GOCC_FICOLIN_1_RICH_GRANULE	1.0	0.0	182	0
GOBP_MITOTIC_SPINDLE_ELONGATION	1.0	0.0	12	0
GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY	1.0	0.0	22	0
GOCC_POSTSYNAPTIC_CYTOSKELETON	1.0	0.0	9	0
GOCC_PRESYNAPTIC_CYTOSKELETON	1.0	0.0	9	0
GOCC_CYTOPLASMIC_REGION	1.0	0.0	237	0
GOCC_SYNAPSE_ASSOCIATED_EXTRACELLULAR_MATRIX	1.0	0.0	6	0
GOCC_POSTSYNAPTIC_CYTOSOL	1.0	0.0	12	0
GOCC_PRESYNAPTIC_CYTOSOL	1.0	0.0	13	0
GOCC_CYTOSOLIC_REGION	1.0	0.0	19	0
GOCC_SECRETORY_VESICLE	1.0	0.0	1000	0
GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY	1.0	0.0	17	0
GOCC_POSTSYNAPTIC_DENSITY_INTRACELLULAR_COMPONENT	1.0	0.0	12	0
GOCC_CELL_CORTEX_REGION	1.0	0.0	38	0
GOCC_NF_KAPPAB_COMPLEX	1.0	0.0	6	0
GOCC_SMAD_PROTEIN_COMPLEX	1.0	0.0	9	0
GOCC_POST_MRNA_RELEASE_SPLICEOSOMAL_COMPLEX	1.0	0.0	9	0
GOCC_CHROMAFFIN_GRANULE	1.0	0.0	13	0
GOCC_AZUROPHIL_GRANULE	1.0	0.0	150	0
GOCC_SPECIFIC_GRANULE	1.0	0.0	156	0
GOCC_MICROBODY	1.0	0.0	136	0
GOCC_DNA_POLYMERASE_COMPLEX	1.0	0.0	19	0
GOCC_IMMUNOGLOBULIN_COMPLEX_CIRCULATING	1.0	0.0	1	0
GOCC_NLS_DEPENDENT_PROTEIN_NUCLEAR_IMPORT_COMPLEX	1.0	0.0	10	0
GOCC_MCM_COMPLEX	1.0	0.0	8	0
GOCC_EXTRINSIC_COMPONENT_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	1.0	0.0	7	0
GOCC_NUCLEAR_INCLUSION_BODY	1.0	0.0	11	0
GOCC_SARCOLEMMA	1.0	0.0	133	0
GOCC_PARASPECKLES	1.0	0.0	7	0
GOCC_NUCLEAR_RNA_EXPORT_FACTOR_COMPLEX	1.0	0.0	7	0
GOCC_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK	1.0	0.0	1112	0
GOCC_GAMMA_DELTA_T_CELL_RECEPTOR_COMPLEX	1.0	0.0	3	0
GOCC_ALPHA_BETA_T_CELL_RECEPTOR_COMPLEX	1.0	0.0	5	0
GOCC_T_CELL_RECEPTOR_COMPLEX	1.0	0.0	13	0
GOCC_TOR_COMPLEX	1.0	0.0	10	0
GOCC_G_PROTEIN_COUPLED_RECEPTOR_DIMERIC_COMPLEX	1.0	0.0	7	0
GOCC_DERLIN_1_RETROTRANSLOCATION_COMPLEX	1.0	0.0	7	0
GOCC_GROWTH_FACTOR_COMPLEX	1.0	0.0	8	0
GOCC_ESCRT_COMPLEX	1.0	0.0	27	0
GOCC_MICROTUBULE_MINUS_END	1.0	0.0	6	0
GOCC_RNA_N6_METHYLADENOSINE_METHYLTRANSFERASE_COMPLEX	1.0	0.0	8	0
GOCC_MYOFILAMENT	1.0	0.0	25	0
GOCC_CHROMAFFIN_GRANULE_MEMBRANE	1.0	0.0	9	0
GOCC_OUTER_DYNEIN_ARM	1.0	0.0	9	0
GOCC_GLYCOGEN_GRANULE	1.0	0.0	6	0
GOCC_ZYMOGEN_GRANULE_MEMBRANE	1.0	0.0	13	0
GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	1.0	0.0	55	0
GOCC_VARICOSITY	1.0	0.0	7	0
GOCC_TERMINAL_BOUTON	1.0	0.0	47	0
GOCC_AXON_INITIAL_SEGMENT	1.0	0.0	21	0
GOCC_ATP_BINDING_CASSETTE_ABC_TRANSPORTER_COMPLEX	1.0	0.0	6	0
GOCC_H4_H2A_HISTONE_ACETYLTRANSFERASE_COMPLEX	1.0	0.0	28	0
GOCC_SYNAPTIC_CLEFT	1.0	0.0	20	0
GOCC_GERM_CELL_NUCLEUS	1.0	0.0	62	0
GOCC_COSTAMERE	1.0	0.0	18	0
GOCC_NADPH_OXIDASE_COMPLEX	1.0	0.0	16	0
GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY	1.0	0.0	39	0
GOCC_PLATELET_DENSE_GRANULE	1.0	0.0	20	0
GOCC_MHC_CLASS_I_PEPTIDE_LOADING_COMPLEX	1.0	0.0	8	0
GOBP_MRNA_3_SPLICE_SITE_RECOGNITION	1.0	0.0	6	0
GOCC_GPI_ANCHOR_TRANSAMIDASE_COMPLEX	1.0	0.0	5	0
GOBP_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION	1.0	0.0	4	0
GOCC_TIM22_MITOCHONDRIAL_IMPORT_INNER_MEMBRANE_INSERTION_COMPLEX	1.0	0.0	6	0
GOCC_MITOCHONDRIAL_INTERMEMBRANE_SPACE_PROTEIN_TRANSPORTER_COMPLEX	1.0	0.0	6	0
GOCC_ACTOMYOSIN	1.0	0.0	72	0
GOCC_CHYLOMICRON	1.0	0.0	12	0
GOCC_PHOTORECEPTOR_OUTER_SEGMENT_MEMBRANE	1.0	0.0	16	0
GOCC_MHC_CLASS_II_PROTEIN_COMPLEX	1.0	0.0	15	0
GOCC_MHC_CLASS_I_PROTEIN_COMPLEX	1.0	0.0	9	0
GOCC_MHC_PROTEIN_COMPLEX	1.0	0.0	23	0
GOCC_LAMELLAR_BODY	1.0	0.0	17	0
GOCC_ZYMOGEN_GRANULE	1.0	0.0	16	0
GOCC_INNER_DYNEIN_ARM	1.0	0.0	4	0
GOCC_CATSPER_COMPLEX	1.0	0.0	11	0
GOCC_CILIARY_BASAL_BODY	1.0	0.0	142	0
GOCC_PICLN_SM_PROTEIN_COMPLEX	1.0	0.0	6	0
GOCC_METHYLOSOME	1.0	0.0	13	0
GOCC_METHYLTRANSFERASE_COMPLEX	1.0	0.0	88	0
GOCC_CHLORIDE_CHANNEL_COMPLEX	1.0	0.0	52	0
GOCC_SODIUM_CHANNEL_COMPLEX	1.0	0.0	19	0
GOCC_POTASSIUM_CHANNEL_COMPLEX	1.0	0.0	88	0
GOCC_ENDOPLASMIC_RETICULUM_CHAPERONE_COMPLEX	1.0	0.0	11	0
GOCC_GID_COMPLEX	1.0	0.0	5	0
GOCC_RNA_CAP_BINDING_COMPLEX	1.0	0.0	11	0
GOCC_CHROMOSOME_CENTROMERIC_CORE_DOMAIN	1.0	0.0	2	0
GOCC_BBSOME	1.0	0.0	8	0
GOCC_CENTRIOLAR_SATELLITE	1.0	0.0	106	0
GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION	1.0	0.0	26	0
GOCC_PWP2P_CONTAINING_SUBCOMPLEX_OF_90S_PRERIBOSOME	1.0	0.0	5	0
GOCC_TRIGLYCERIDE_RICH_PLASMA_LIPOPROTEIN_PARTICLE	1.0	0.0	19	0
GOCC_SPHERICAL_HIGH_DENSITY_LIPOPROTEIN_PARTICLE	1.0	0.0	8	0
GOCC_HIGH_DENSITY_LIPOPROTEIN_PARTICLE	1.0	0.0	27	0
GOCC_LOW_DENSITY_LIPOPROTEIN_PARTICLE	1.0	0.0	12	0
GOCC_VCP_NPL4_UFD1_AAA_ATPASE_COMPLEX	1.0	0.0	7	0
GOCC_PHAGOPHORE_ASSEMBLY_SITE_MEMBRANE	1.0	0.0	18	0
GOCC_ELONGATOR_HOLOENZYME_COMPLEX	1.0	0.0	5	0
GOCC_RDNA_HETEROCHROMATIN	1.0	0.0	4	0
GOCC_CHROMATOID_BODY	1.0	0.0	11	0
GOCC_TRANSCRIPTION_FACTOR_TFTC_COMPLEX	1.0	0.0	18	0
GOCC_PARANODE_REGION_OF_AXON	1.0	0.0	11	0
GOCC_SMN_SM_PROTEIN_COMPLEX	1.0	0.0	17	0
GOCC_ARYL_HYDROCARBON_RECEPTOR_COMPLEX	1.0	0.0	6	0
GOCC_MICROTUBULE_ORGANIZING_CENTER_ATTACHMENT_SITE	1.0	0.0	10	0
GOCC_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX_CLASS_III	1.0	0.0	6	0
GOCC_FILTRATION_DIAPHRAGM	1.0	0.0	8	0
GOCC_MKS_COMPLEX	1.0	0.0	13	0
GOCC_ENDOLYSOSOME_LUMEN	1.0	0.0	5	0
GOCC_ENDOLYSOSOME_MEMBRANE	1.0	0.0	19	0
GOCC_ENDOLYSOSOME	1.0	0.0	28	0
GOCC_TRANSCRIPTION_FACTOR_AP_1_COMPLEX	1.0	0.0	5	0
GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION	1.0	0.0	13	0
GOCC_SITE_OF_DOUBLE_STRAND_BREAK	1.0	0.0	66	0
GOCC_SEH1_ASSOCIATED_COMPLEX	1.0	0.0	8	0
GOCC_EGG_COAT	1.0	0.0	5	0
GOCC_MYELIN_SHEATH_ADAXONAL_REGION	1.0	0.0	5	0
GOBP_MRNA_5_SPLICE_SITE_RECOGNITION	1.0	0.0	6	0
GOCC_LYSOSOMAL_LUMEN	1.0	0.0	94	0
GOCC_SPERM_FIBROUS_SHEATH	1.0	0.0	7	0
GOCC_CD40_RECEPTOR_COMPLEX	1.0	0.0	11	0
GOCC_SPECIFIC_GRANULE_LUMEN	1.0	0.0	61	0
GOCC_SPECIFIC_GRANULE_MEMBRANE	1.0	0.0	88	0
GOCC_AZUROPHIL_GRANULE_LUMEN	1.0	0.0	87	0
GOCC_AZUROPHIL_GRANULE_MEMBRANE	1.0	0.0	56	0
GOCC_MICROTUBULE_PLUS_END	1.0	0.0	24	0
GOCC_CILIARY_ROOTLET	1.0	0.0	11	0
GOCC_EXON_EXON_JUNCTION_COMPLEX	1.0	0.0	10	0
